date,fund,company,ticker,cusip,shares,market value ($),weight (%)
07/23/2026,ARKG,10X GENOMICS INC-CLASS A,TXG,88025U109,"3,121,776","$146,879,560.80",9.30%
07/23/2026,ARKG,TWIST BIOSCIENCE CORP,TWST,90184D100,"1,326,139","$124,935,555.19",7.91%
07/23/2026,ARKG,TEMPUS AI INC-CL A,TEM,88023B103,"2,349,326","$110,324,348.96",6.99%
07/23/2026,ARKG,CRISPR THERAPEUTICS AG,CRSP,H17182108,"2,057,229","$97,183,497.96",6.15%
07/23/2026,ARKG,ABSCI CORP,ABSI,00091E109,"10,372,352","$85,468,180.48",5.41%
07/23/2026,ARKG,PERSONALIS INC,PSNL,71535D106,"6,792,220","$84,698,983.40",5.36%
07/23/2026,ARKG,ELI LILLY & CO,LLY,532457108,"64,048","$74,488,464.48",4.72%
07/23/2026,ARKG,GUARDANT HEALTH INC,GH,40131M109,"459,833","$69,319,824.75",4.39%
07/23/2026,ARKG,ILLUMINA INC,ILMN,452327109,"362,916","$69,269,776.92",4.39%
07/23/2026,ARKG,NATERA INC,NTRA,632307104,"242,224","$64,000,425.28",4.05%
07/23/2026,ARKG,BEAM THERAPEUTICS INC,BEAM,07373V105,"2,324,792","$61,932,458.88",3.92%
07/23/2026,ARKG,CAREDX INC,CDNA,14167L103,"1,544,858","$58,364,735.24",3.70%
07/23/2026,ARKG,COMPASS PATHWAYS PLC,CMPS,20451W101,"4,366,105","$52,087,632.65",3.30%
07/23/2026,ARKG,VERACYTE INC,VCYT,92337F107,"863,540","$50,093,955.40",3.17%
07/23/2026,ARKG,RECURSION PHARMACEUTICALS-A,RXRX,75629V104,"13,757,207","$40,996,476.86",2.60%
07/23/2026,ARKG,NURIX THERAPEUTICS INC,NRIX,67080M103,"1,696,642","$40,040,751.20",2.54%
07/23/2026,ARKG,ADAPTIVE BIOTECHNOLOGIES,ADPT,00650F109,"1,790,149","$39,293,770.55",2.49%
07/23/2026,ARKG,BUTTERFLY NETWORK INC,BFLY,124155102,"4,812,186","$31,808,549.46",2.01%
07/23/2026,ARKG,INTELLIA THERAPEUTICS INC,NTLA,45826J105,"2,835,877","$31,563,311.01",2.00%
07/23/2026,ARKG,SCHRODINGER INC,SDGR,80810D103,"2,060,296","$30,966,248.88",1.96%
07/23/2026,ARKG,IONIS PHARMACEUTICALS INC,IONS,462222100,"536,239","$28,962,268.39",1.83%
07/23/2026,ARKG,GENEDX HOLDINGS CORP,WGS,81663L200,"450,836","$28,222,333.60",1.79%
07/23/2026,ARKG,ALAMAR BIOSCIENCES INC,ALMR,010911105,"965,480","$24,252,857.60",1.54%
07/23/2026,ARKG,PRIME MEDICINE INC,PRME,74168J101,"7,578,655","$23,418,043.95",1.48%
07/23/2026,ARKG,CERUS CORP,CERS,157085101,"7,285,776","$22,003,043.52",1.39%
07/23/2026,ARKG,GENERATE BIOMEDICINES INC,GENB,370920100,"1,248,622","$17,355,845.80",1.10%
07/23/2026,ARKG,ATAIBECKLEY INC,ATAI UQ,04650F101,"2,404,113","$17,261,531.34",1.09%
07/23/2026,ARKG,ARCTURUS THERAPEUTICS HOLDIN,ARCT UQ,03969T109,"2,764,895","$16,395,827.35",1.04%
07/23/2026,ARKG,PACIFIC BIOSCIENCES OF CALIF,PACB,69404D108,"10,722,467","$14,797,004.46",0.94%
07/23/2026,ARKG,908 DEVICES INC,MASS,65443P102,"1,921,859","$13,914,259.16",0.88%
07/23/2026,ARKG,QUANTUM-SI INC,QSI,74765K105,"6,819,442","$5,455,553.60",0.35%
07/23/2026,ARKG,GOLDMAN FS TRSY OBLIG INST 468,,X9USDGSFT,"3,462,613","$3,462,613.20",0.22%
"Investors should carefully consider the investment objectives and risks as well as charges and expenses of an ARK ETF before investing. This and other information are contained in the ARK ETFs' prospectuses, which may be obtained on ark-funds.com. The prospectus should be read carefully before investing. An investment in an ARK ETF is subject to risks and you can lose money on your investment in an ARK ETF. There can be no assurance that the ARK ETFs will achieve their investment objectives. The ARK ETFs’ portfolios are more volatile than broad market averages. The ARK ETFs also have specific risks, which are described in the ARK ETFs' prospectuses.Shares of the ARK ETFs may be bought or sold throughout the day at their market price on the exchange on which they are listed. The market price of an ARK ETF's shares may be at, above or below the ARK ETF’s net asset value (""NAV"") and will fluctuate with changes in the NAV as well as supply and demand in the market for the shares. The market price of ARK ETF shares may differ significantly from their NAV during periods of market volatility. Shares of the ARK ETFs may only be redeemed directly with the ARK ETFs at NAV by Authorized Participants, in very large creation units. There can be no guarantee that an active trading market for ARK ETF shares will develop or be maintained, or that their listing will continue or remain unchanged. Buying or selling ARK ETF shares on an exchange may require the payment of brokerage commissions and frequent trading may incur brokerage costs that detract significantly from investment returns. Not FDIC Insured – No Bank Guarantee – May Lose ValueAll statements made regarding companies, securities or other financial information are strictly beliefs and points of view held by ARK Investment Management LLC and/or ARK ETF Trust and are not endorsements by ARK of any company or security or recommendations by ARK to buy, sell or hold any security. Holdings are subject to change without notice.Foreside Fund Services, LLC, distributor.© 2026. ARK ETF Trust. No part of this material may be reproduced in any form, or referred to in any other publication, without written permission."
