date,fund,company,ticker,cusip,shares,market value ($),weight (%)
07/24/2026,ARKG,10X GENOMICS INC-CLASS A,TXG,88025U109,"3,106,436","$149,295,314.16",9.52%
07/24/2026,ARKG,TWIST BIOSCIENCE CORP,TWST,90184D100,"1,319,623","$121,985,950.12",7.78%
07/24/2026,ARKG,TEMPUS AI INC-CL A,TEM,88023B103,"2,337,782","$107,561,349.82",6.86%
07/24/2026,ARKG,CRISPR THERAPEUTICS AG,CRSP,H17182108,"2,047,121","$97,299,661.13",6.20%
07/24/2026,ARKG,ABSCI CORP,ABSI,00091E109,"10,326,137","$83,331,925.59",5.31%
07/24/2026,ARKG,PERSONALIS INC,PSNL,71535D106,"6,758,844","$82,593,073.68",5.27%
07/24/2026,ARKG,ELI LILLY & CO,LLY,532457108,"63,736","$75,582,610.32",4.82%
07/24/2026,ARKG,ILLUMINA INC,ILMN,452327109,"361,136","$71,093,232.96",4.53%
07/24/2026,ARKG,GUARDANT HEALTH INC,GH,40131M109,"457,577","$68,728,065.40",4.38%
07/24/2026,ARKG,NATERA INC,NTRA,632307104,"241,036","$63,799,818.84",4.07%
07/24/2026,ARKG,BEAM THERAPEUTICS INC,BEAM,07373V105,"2,313,368","$59,939,364.88",3.82%
07/24/2026,ARKG,CAREDX INC,CDNA,14167L103,"1,537,270","$57,816,724.70",3.69%
07/24/2026,ARKG,COMPASS PATHWAYS PLC,CMPS,20451W101,"4,375,669","$51,239,083.99",3.27%
07/24/2026,ARKG,VERACYTE INC,VCYT,92337F107,"859,300","$49,736,284.00",3.17%
07/24/2026,ARKG,RECURSION PHARMACEUTICALS-A,RXRX,75629V104,"13,689,607","$41,205,717.07",2.63%
07/24/2026,ARKG,NURIX THERAPEUTICS INC,NRIX,67080M103,"1,688,306","$40,080,384.44",2.56%
07/24/2026,ARKG,ADAPTIVE BIOTECHNOLOGIES,ADPT,00650F109,"1,781,353","$39,741,985.43",2.53%
07/24/2026,ARKG,BUTTERFLY NETWORK INC,BFLY,124155102,"4,788,542","$31,700,148.04",2.02%
07/24/2026,ARKG,INTELLIA THERAPEUTICS INC,NTLA,45826J105,"2,821,945","$31,323,589.50",2.00%
07/24/2026,ARKG,SCHRODINGER INC,SDGR,80810D103,"2,050,172","$31,019,102.36",1.98%
07/24/2026,ARKG,IONIS PHARMACEUTICALS INC,IONS,462222100,"533,607","$29,812,623.09",1.90%
07/24/2026,ARKG,GENEDX HOLDINGS CORP,WGS,81663L200,"448,624","$28,433,789.12",1.81%
07/24/2026,ARKG,ALAMAR BIOSCIENCES INC,ALMR,010911105,"960,736","$24,873,455.04",1.59%
07/24/2026,ARKG,PRIME MEDICINE INC,PRME,74168J101,"7,541,415","$22,398,002.55",1.43%
07/24/2026,ARKG,CERUS CORP,CERS,157085101,"7,249,976","$20,807,431.12",1.33%
07/24/2026,ARKG,GENERATE BIOMEDICINES INC,GENB,370920100,"1,242,490","$17,183,636.70",1.10%
07/24/2026,ARKG,ATAIBECKLEY INC,ATAI UQ,04650F101,"2,392,301","$17,152,798.17",1.09%
07/24/2026,ARKG,ARCTURUS THERAPEUTICS HOLDIN,ARCT UQ,03969T109,"2,751,311","$15,930,090.69",1.02%
07/24/2026,ARKG,PACIFIC BIOSCIENCES OF CALIF,PACB,69404D108,"10,669,779","$14,937,690.60",0.95%
07/24/2026,ARKG,908 DEVICES INC,MASS,65443P102,"1,912,415","$13,597,270.65",0.87%
07/24/2026,ARKG,QUANTUM-SI INC,QSI,74765K105,"6,785,934","$5,360,887.86",0.34%
07/24/2026,ARKG,GOLDMAN FS TRSY OBLIG INST 468,,X9USDGSFT,"2,875,920","$2,875,920.25",0.18%
"Investors should carefully consider the investment objectives and risks as well as charges and expenses of an ARK ETF before investing. This and other information are contained in the ARK ETFs' prospectuses, which may be obtained on ark-funds.com. The prospectus should be read carefully before investing. An investment in an ARK ETF is subject to risks and you can lose money on your investment in an ARK ETF. There can be no assurance that the ARK ETFs will achieve their investment objectives. The ARK ETFs’ portfolios are more volatile than broad market averages. The ARK ETFs also have specific risks, which are described in the ARK ETFs' prospectuses.Shares of the ARK ETFs may be bought or sold throughout the day at their market price on the exchange on which they are listed. The market price of an ARK ETF's shares may be at, above or below the ARK ETF’s net asset value (""NAV"") and will fluctuate with changes in the NAV as well as supply and demand in the market for the shares. The market price of ARK ETF shares may differ significantly from their NAV during periods of market volatility. Shares of the ARK ETFs may only be redeemed directly with the ARK ETFs at NAV by Authorized Participants, in very large creation units. There can be no guarantee that an active trading market for ARK ETF shares will develop or be maintained, or that their listing will continue or remain unchanged. Buying or selling ARK ETF shares on an exchange may require the payment of brokerage commissions and frequent trading may incur brokerage costs that detract significantly from investment returns. Not FDIC Insured – No Bank Guarantee – May Lose ValueAll statements made regarding companies, securities or other financial information are strictly beliefs and points of view held by ARK Investment Management LLC and/or ARK ETF Trust and are not endorsements by ARK of any company or security or recommendations by ARK to buy, sell or hold any security. Holdings are subject to change without notice.Foreside Fund Services, LLC, distributor.© 2026. ARK ETF Trust. No part of this material may be reproduced in any form, or referred to in any other publication, without written permission."
